customer_id,recency,frequency,monetary_value,R_Score,F_Score,M_Score,RFM_Value,Customer_Profile
793,1,10,4778,4,4,4,444,Platinum Customer
794,22,7,4248,3,3,4,334,Silver Customer
795,18,5,2785,3,2,2,322,Silver Customer
796,6,7,3815,4,3,3,433,Platinum Customer
797,21,4,2277,3,1,2,312,Silver Customer
798,21,3,1691,3,1,1,311,Gold Customer
800,85,6,3239,1,3,3,133,Bronze Customer
802,95,6,2893,1,3,3,133,Bronze Customer
803,66,6,1746,2,3,1,231,Gold Customer
805,122,6,2795,1,3,2,132,Bronze Customer
806,31,4,2189,3,1,2,312,Silver Customer
808,123,3,2119,1,1,2,112,Bronze Customer
809,45,4,492,2,1,1,211,Gold Customer
810,68,4,945,2,1,1,211,Gold Customer
813,50,5,1633,2,2,1,221,Gold Customer
814,48,3,2154,2,1,2,212,Gold Customer
816,53,3,945,2,1,1,211,Gold Customer
817,16,5,2328,3,2,2,322,Silver Customer
818,40,6,3028,2,3,3,233,Gold Customer
819,43,5,2558,2,2,2,222,Gold Customer
821,33,5,2925,3,2,3,323,Silver Customer
822,328,1,802,1,1,1,111,Bronze Customer
823,23,6,5811,3,3,4,334,Silver Customer
824,9,4,4137,3,1,4,314,Silver Customer
826,4,4,1454,4,1,1,411,Silver Customer
829,12,6,4600,3,3,4,334,Silver Customer
830,149,6,2506,1,3,2,132,Bronze Customer
831,11,5,1883,3,2,2,322,Silver Customer
832,17,11,8366,3,4,4,344,Silver Customer
834,18,4,722,3,1,1,311,Gold Customer
835,7,8,3225,4,4,3,443,Platinum Customer
836,72,4,1768,2,1,1,211,Gold Customer
838,41,4,1966,2,1,2,212,Gold Customer
840,38,6,3320,2,3,3,233,Gold Customer
841,150,7,8330,1,3,4,134,Bronze Customer
842,55,3,1727,2,1,1,211,Gold Customer
843,2,6,2372,4,3,2,432,Platinum Customer
844,31,9,4730,3,4,4,344,Silver Customer
845,97,4,1314,1,1,1,111,Bronze Customer
846,82,3,2129,1,1,2,112,Bronze Customer
847,114,4,2521,1,1,2,112,Bronze Customer
848,140,4,1964,1,1,2,112,Bronze Customer
849,27,6,4284,3,3,4,334,Silver Customer
850,34,8,2838,3,4,3,343,Silver Customer
853,64,9,7263,2,4,4,244,Gold Customer
855,104,4,3050,1,1,3,113,Bronze Customer
856,1,7,2912,4,3,3,433,Platinum Customer
858,11,6,2708,3,3,2,332,Silver Customer
859,18,6,2289,3,3,2,332,Silver Customer
861,54,5,1009,2,2,1,221,Gold Customer
862,54,1,309,2,1,1,211,Gold Customer
863,69,4,703,2,1,1,211,Gold Customer
865,121,7,4261,1,3,4,134,Bronze Customer
868,83,6,5534,1,3,4,134,Bronze Customer
870,100,7,3818,1,3,3,133,Bronze Customer
872,171,1,75,1,1,1,111,Bronze Customer
873,31,5,3226,3,2,3,323,Silver Customer
875,63,6,4796,2,3,4,234,Gold Customer
876,16,3,1171,3,1,1,311,Gold Customer
877,17,9,4918,3,4,4,344,Silver Customer
878,79,3,2809,1,1,3,113,Bronze Customer
884,1,5,2770,4,2,2,422,Platinum Customer
885,7,3,863,4,1,1,411,Silver Customer
886,1,7,4067,4,3,3,433,Platinum Customer
888,68,5,2278,2,2,2,222,Gold Customer
889,36,5,2357,2,2,2,222,Gold Customer
890,165,4,1561,1,1,1,111,Bronze Customer
891,12,5,2197,3,2,2,322,Silver Customer
893,75,7,4868,2,3,4,234,Gold Customer
894,48,8,3564,2,4,3,243,Gold Customer
897,129,6,4080,1,3,3,133,Bronze Customer
898,205,1,179,1,1,1,111,Bronze Customer
899,49,6,1274,2,3,1,231,Gold Customer
900,12,4,780,3,1,1,311,Gold Customer
902,14,9,6003,3,4,4,344,Silver Customer
905,105,8,3553,1,4,3,143,Bronze Customer
906,16,9,4473,3,4,4,344,Silver Customer
907,26,7,1370,3,3,1,331,Silver Customer
910,272,2,1346,1,1,1,111,Bronze Customer
911,56,5,633,2,2,1,221,Gold Customer
912,40,7,4164,2,3,4,234,Gold Customer
914,106,5,2530,1,2,2,122,Bronze Customer
915,28,5,1260,3,2,1,321,Silver Customer
917,35,8,5392,3,4,4,344,Silver Customer
918,16,5,4066,3,2,3,323,Silver Customer
919,80,9,4458,1,4,4,144,Bronze Customer
920,90,6,4144,1,3,4,134,Bronze Customer
921,44,7,6285,2,3,4,234,Gold Customer
922,188,1,41,1,1,1,111,Bronze Customer
923,32,7,3337,3,3,3,333,Silver Customer
925,12,9,4371,3,4,4,344,Silver Customer
926,12,6,1414,3,3,1,331,Silver Customer
929,56,5,2540,2,2,2,222,Gold Customer
930,147,2,150,1,1,1,111,Bronze Customer
931,70,5,2890,2,2,3,223,Gold Customer
933,0,5,2817,4,2,3,423,Platinum Customer
934,0,7,4689,4,3,4,434,Platinum Customer
936,32,11,8661,3,4,4,344,Silver Customer
937,15,5,2680,3,2,2,322,Silver Customer
939,31,4,1818,3,1,2,312,Silver Customer
940,52,5,3256,2,2,3,223,Gold Customer
941,33,10,11668,3,4,4,344,Silver Customer
942,213,2,1859,1,1,2,112,Bronze Customer
943,112,6,5300,1,3,4,134,Bronze Customer
946,2,8,6305,4,4,4,444,Platinum Customer
947,80,5,2981,1,2,3,123,Bronze Customer
949,88,6,3644,1,3,3,133,Bronze Customer
951,6,6,1740,4,3,1,431,Platinum Customer
952,46,5,3569,2,2,3,223,Gold Customer
954,113,4,3624,1,1,3,113,Bronze Customer
955,13,7,1429,3,3,1,331,Silver Customer
956,173,3,936,1,1,1,111,Bronze Customer
957,38,5,2632,2,2,2,222,Gold Customer
958,34,6,2183,3,3,2,332,Silver Customer
960,78,4,3516,1,1,3,113,Bronze Customer
961,64,3,1035,2,1,1,211,Gold Customer
964,1,5,2018,4,2,2,422,Platinum Customer
965,60,4,3867,2,1,3,213,Gold Customer
966,13,4,527,3,1,1,311,Gold Customer
967,66,4,3798,2,1,3,213,Gold Customer
968,35,6,4223,3,3,4,334,Silver Customer
969,17,5,2793,3,2,2,322,Silver Customer
970,33,5,2840,3,2,3,323,Silver Customer
971,48,5,4015,2,2,3,223,Gold Customer
972,175,2,2158,1,1,2,112,Bronze Customer
973,8,8,6639,4,4,4,444,Platinum Customer
976,170,6,3830,1,3,3,133,Bronze Customer
979,5,5,3756,4,2,3,423,Platinum Customer
980,177,4,2640,1,1,2,112,Bronze Customer
982,55,6,943,2,3,1,231,Gold Customer
984,56,8,2294,2,4,2,242,Gold Customer
985,14,4,1690,3,1,1,311,Gold Customer
986,75,8,4272,2,4,4,244,Gold Customer
987,22,8,5180,3,4,4,344,Silver Customer
988,112,2,243,1,1,1,111,Bronze Customer
989,25,4,3380,3,1,3,313,Silver Customer
990,11,7,2353,3,3,2,332,Silver Customer
991,147,6,2655,1,3,2,132,Bronze Customer
993,0,9,2738,4,4,2,442,Platinum Customer
994,42,5,2069,2,2,2,222,Gold Customer
995,11,7,6764,3,3,4,334,Silver Customer
997,59,7,2923,2,3,3,233,Gold Customer
998,321,2,585,1,1,1,111,Bronze Customer
1000,0,9,5383,4,4,4,444,Platinum Customer
1001,42,7,2884,2,3,3,233,Gold Customer
1003,47,9,5300,2,4,4,244,Gold Customer
1004,203,6,3600,1,3,3,133,Bronze Customer
1005,159,5,4365,1,2,4,124,Bronze Customer
1006,37,8,4687,2,4,4,244,Gold Customer
1009,54,4,2370,2,1,2,212,Gold Customer
1010,126,3,386,1,1,1,111,Bronze Customer
1011,242,3,1399,1,1,1,111,Bronze Customer
1013,95,6,2463,1,3,2,132,Bronze Customer
1014,4,7,3933,4,3,3,433,Platinum Customer
1015,26,6,2136,3,3,2,332,Silver Customer
1016,66,6,1087,2,3,1,231,Gold Customer
1017,226,3,2858,1,1,3,113,Bronze Customer
1018,26,5,2497,3,2,2,322,Silver Customer
1019,42,5,2842,2,2,3,223,Gold Customer
1021,28,8,5048,3,4,4,344,Silver Customer
1022,83,5,6444,1,2,4,124,Bronze Customer
1024,34,8,4560,3,4,4,344,Silver Customer
1025,60,8,1800,2,4,2,242,Gold Customer
1027,24,6,1449,3,3,1,331,Silver Customer
1030,39,8,4698,2,4,4,244,Gold Customer
1031,46,3,1463,2,1,1,211,Gold Customer
1035,13,3,485,3,1,1,311,Gold Customer
1036,162,5,3787,1,2,3,123,Bronze Customer
1037,73,8,2368,2,4,2,242,Gold Customer
1040,161,4,1768,1,1,1,111,Bronze Customer
1042,35,3,2771,3,1,2,312,Silver Customer
1043,154,8,6933,1,4,4,144,Bronze Customer
1047,57,7,2026,2,3,2,232,Gold Customer
1049,32,10,4486,3,4,4,344,Silver Customer
1050,26,6,2535,3,3,2,332,Silver Customer
1051,179,5,1294,1,2,1,121,Bronze Customer
1052,0,6,3260,4,3,3,433,Platinum Customer
1054,5,8,3406,4,4,3,443,Platinum Customer
1055,206,2,343,1,1,1,111,Bronze Customer
1056,24,7,3954,3,3,3,333,Silver Customer
1057,112,3,2488,1,1,2,112,Bronze Customer
1058,116,3,759,1,1,1,111,Bronze Customer
1059,22,2,1618,3,1,1,311,Gold Customer
1060,187,6,2475,1,3,2,132,Bronze Customer
1063,46,6,3112,2,3,3,233,Gold Customer
1064,139,3,1398,1,1,1,111,Bronze Customer
1065,79,6,2753,1,3,2,132,Bronze Customer
1066,166,3,1396,1,1,1,111,Bronze Customer
1067,232,2,741,1,1,1,111,Bronze Customer
1069,204,5,1982,1,2,2,122,Bronze Customer
1072,46,3,2102,2,1,2,212,Gold Customer
1075,67,6,2242,2,3,2,232,Gold Customer
1076,9,12,8104,3,4,4,344,Silver Customer
1078,18,5,899,3,2,1,321,Silver Customer
1079,17,4,2306,3,1,2,312,Silver Customer
1080,47,3,1857,2,1,2,212,Gold Customer
1081,11,5,3227,3,2,3,323,Silver Customer
1084,4,11,6580,4,4,4,444,Platinum Customer
1085,64,4,1081,2,1,1,211,Gold Customer
1086,13,9,4705,3,4,4,344,Silver Customer
1087,14,3,1521,3,1,1,311,Gold Customer
1089,151,7,2349,1,3,2,132,Bronze Customer
1092,202,5,1245,1,2,1,121,Bronze Customer
1094,43,7,3632,2,3,3,233,Gold Customer
1095,14,4,4498,3,1,4,314,Silver Customer
1096,55,5,2086,2,2,2,222,Gold Customer
1097,188,3,666,1,1,1,111,Bronze Customer
1098,8,8,3879,4,4,3,443,Platinum Customer
1099,110,2,183,1,1,1,111,Bronze Customer
1100,45,3,1051,2,1,1,211,Gold Customer
1102,21,8,5025,3,4,4,344,Silver Customer
1103,32,12,7367,3,4,4,344,Silver Customer
1104,11,7,2568,3,3,2,332,Silver Customer
1106,24,9,5691,3,4,4,344,Silver Customer
1107,48,5,1843,2,2,2,222,Gold Customer
1108,12,4,1338,3,1,1,311,Gold Customer
1109,208,3,683,1,1,1,111,Bronze Customer
1110,17,6,4574,3,3,4,334,Silver Customer
1113,26,9,6072,3,4,4,344,Silver Customer
1114,64,4,1774,2,1,1,211,Gold Customer
1116,7,3,4053,4,1,3,413,Platinum Customer
1118,38,4,1858,2,1,2,212,Gold Customer
1120,1,5,912,4,2,1,421,Platinum Customer
1121,7,2,327,4,1,1,411,Silver Customer
1124,44,3,2742,2,1,2,212,Gold Customer
1125,29,5,2839,3,2,3,323,Silver Customer
1127,136,4,2285,1,1,2,112,Bronze Customer
1128,26,5,3388,3,2,3,323,Silver Customer
1132,44,8,3203,2,4,3,243,Gold Customer
1134,3,7,1733,4,3,1,431,Platinum Customer
1135,164,3,1758,1,1,1,111,Bronze Customer
1136,35,5,3394,3,2,3,323,Silver Customer
1138,124,6,5174,1,3,4,134,Bronze Customer
1139,69,4,1434,2,1,1,211,Gold Customer
1142,38,4,1841,2,1,2,212,Gold Customer
1143,4,5,3277,4,2,3,423,Platinum Customer
1144,17,7,5961,3,3,4,334,Silver Customer
1146,73,2,1294,2,1,1,211,Gold Customer
1147,165,6,4173,1,3,4,134,Bronze Customer
1148,8,3,1689,4,1,1,411,Silver Customer
1150,103,5,6308,1,2,4,124,Bronze Customer
1151,75,5,3449,2,2,3,223,Gold Customer
1152,24,8,4516,3,4,4,344,Silver Customer
1153,17,5,2501,3,2,2,322,Silver Customer
1154,131,6,958,1,3,1,131,Bronze Customer
1155,29,7,2332,3,3,2,332,Silver Customer
1156,40,4,2559,2,1,2,212,Gold Customer
1157,85,7,5037,1,3,4,134,Bronze Customer
1159,6,4,2352,4,1,2,412,Platinum Customer
1160,163,3,684,1,1,1,111,Bronze Customer
1161,12,4,2669,3,1,2,312,Silver Customer
1163,48,5,1775,2,2,1,221,Gold Customer
1164,153,3,346,1,1,1,111,Bronze Customer
1165,10,9,3286,3,4,3,343,Silver Customer
1166,14,6,2539,3,3,2,332,Silver Customer
1167,10,4,2641,3,1,2,312,Silver Customer
1168,59,7,6128,2,3,4,234,Gold Customer
1169,62,7,4318,2,3,4,234,Gold Customer
1170,86,5,3351,1,2,3,123,Bronze Customer
1173,108,3,348,1,1,1,111,Bronze Customer
1177,87,8,2447,1,4,2,142,Bronze Customer
1178,44,8,5167,2,4,4,244,Gold Customer
1179,7,4,5068,4,1,4,414,Platinum Customer
1180,59,4,2305,2,1,2,212,Gold Customer
1181,44,10,4513,2,4,4,244,Gold Customer
1182,5,6,3597,4,3,3,433,Platinum Customer
1184,5,6,4314,4,3,4,434,Platinum Customer
1186,33,6,2437,3,3,2,332,Silver Customer
1189,47,4,1472,2,1,1,211,Gold Customer
1190,6,6,2008,4,3,2,432,Platinum Customer
1192,79,5,1397,1,2,1,121,Bronze Customer
1193,36,4,962,2,1,1,211,Gold Customer
1194,28,8,4148,3,4,4,344,Silver Customer
1195,19,5,3463,3,2,3,323,Silver Customer
1196,18,6,1455,3,3,1,331,Silver Customer
1197,7,4,1559,4,1,1,411,Silver Customer
1198,68,6,2323,2,3,2,232,Gold Customer
1199,43,8,2037,2,4,2,242,Gold Customer
1200,79,8,2844,1,4,3,143,Bronze Customer
1203,7,1,830,4,1,1,411,Silver Customer
1204,200,1,110,1,1,1,111,Bronze Customer
1205,22,7,4962,3,3,4,334,Silver Customer
1206,83,2,889,1,1,1,111,Bronze Customer
1207,13,6,1108,3,3,1,331,Silver Customer
1208,77,5,3238,1,2,3,123,Bronze Customer
1209,131,2,1809,1,1,2,112,Bronze Customer
1211,234,4,1495,1,1,1,111,Bronze Customer
1212,71,3,2331,2,1,2,212,Gold Customer
1214,23,4,3652,3,1,3,313,Silver Customer
1215,77,8,3118,1,4,3,143,Bronze Customer
1216,7,4,2156,4,1,2,412,Platinum Customer
1217,10,7,3270,3,3,3,333,Silver Customer
1221,9,7,1500,3,3,1,331,Silver Customer
1222,51,3,667,2,1,1,211,Gold Customer
1224,47,7,4250,2,3,4,234,Gold Customer
1225,58,4,2078,2,1,2,212,Gold Customer
1226,24,5,937,3,2,1,321,Silver Customer
1227,61,12,4101,2,4,4,244,Gold Customer
1228,132,4,922,1,1,1,111,Bronze Customer
1229,19,9,3005,3,4,3,343,Silver Customer
1231,175,2,1718,1,1,1,111,Bronze Customer
1232,4,9,5011,4,4,4,444,Platinum Customer
1235,81,3,3476,1,1,3,113,Bronze Customer
1236,41,5,3588,2,2,3,223,Gold Customer
1237,23,10,5731,3,4,4,344,Silver Customer
1240,5,4,3015,4,1,3,413,Platinum Customer
1241,75,7,1844,2,3,2,232,Gold Customer
1242,17,2,1085,3,1,1,311,Gold Customer
1243,70,10,5127,2,4,4,244,Gold Customer
1245,71,7,2596,2,3,2,232,Gold Customer
1247,90,4,2848,1,1,3,113,Bronze Customer
1250,35,10,6093,3,4,4,344,Silver Customer
1251,61,4,1481,2,1,1,211,Gold Customer
1252,9,7,4548,3,3,4,334,Silver Customer
1254,37,7,3436,2,3,3,233,Gold Customer
1256,81,6,2068,1,3,2,132,Bronze Customer
1257,256,3,1791,1,1,2,112,Bronze Customer
1258,52,8,5441,2,4,4,244,Gold Customer
1259,41,7,3342,2,3,3,233,Gold Customer
1260,66,5,2195,2,2,2,222,Gold Customer
1261,48,6,1584,2,3,1,231,Gold Customer
1263,42,6,2951,2,3,3,233,Gold Customer
1265,7,4,1195,4,1,1,411,Silver Customer
1267,141,4,2557,1,1,2,112,Bronze Customer
1269,211,3,935,1,1,1,111,Bronze Customer
1270,205,4,2113,1,1,2,112,Bronze Customer
1271,187,2,950,1,1,1,111,Bronze Customer
1273,23,3,1551,3,1,1,311,Gold Customer
1274,14,9,3532,3,4,3,343,Silver Customer
1275,149,6,1540,1,3,1,131,Bronze Customer
1276,100,2,969,1,1,1,111,Bronze Customer
1278,64,4,721,2,1,1,211,Gold Customer
1279,52,6,2422,2,3,2,232,Gold Customer
1280,106,4,2799,1,1,2,112,Bronze Customer
1281,87,3,1186,1,1,1,111,Bronze Customer
1282,38,8,5521,2,4,4,244,Gold Customer
1283,93,2,1012,1,1,1,111,Bronze Customer
1284,78,3,106,1,1,1,111,Bronze Customer
1285,118,7,5553,1,3,4,134,Bronze Customer
1286,51,7,2415,2,3,2,232,Gold Customer
1287,67,7,5456,2,3,4,234,Gold Customer
1288,22,4,1524,3,1,1,311,Gold Customer
1290,44,9,7616,2,4,4,244,Gold Customer
1291,16,7,5147,3,3,4,334,Silver Customer
1293,239,5,4736,1,2,4,124,Bronze Customer
1295,29,6,1882,3,3,2,332,Silver Customer
1296,130,4,2793,1,1,2,112,Bronze Customer
1297,2,6,2424,4,3,2,432,Platinum Customer
1298,141,5,4113,1,2,4,124,Bronze Customer
1300,20,6,6148,3,3,4,334,Silver Customer
1302,29,13,5336,3,4,4,344,Silver Customer
1305,142,5,2825,1,2,3,123,Bronze Customer
1306,136,5,4077,1,2,3,123,Bronze Customer
1307,90,9,4526,1,4,4,144,Bronze Customer
1310,20,5,2289,3,2,2,322,Silver Customer
1311,47,3,2188,2,1,2,212,Gold Customer
1312,26,4,1292,3,1,1,311,Gold Customer
1313,7,7,4753,4,3,4,434,Platinum Customer
1314,27,5,2894,3,2,3,323,Silver Customer
1316,32,5,2152,3,2,2,322,Silver Customer
1317,10,9,7024,3,4,4,344,Silver Customer
1318,7,7,3500,4,3,3,433,Platinum Customer
1321,103,7,2398,1,3,2,132,Bronze Customer
1322,63,4,4008,2,1,3,213,Gold Customer
1324,74,7,2443,2,3,2,232,Gold Customer
1325,82,1,104,1,1,1,111,Bronze Customer
1326,10,6,3581,3,3,3,333,Silver Customer
1327,6,5,2848,4,2,3,423,Platinum Customer
1328,0,7,5351,4,3,4,434,Platinum Customer
1331,5,10,6252,4,4,4,444,Platinum Customer
1333,7,3,1924,4,1,2,412,Platinum Customer
1334,240,2,719,1,1,1,111,Bronze Customer
1337,83,6,3417,1,3,3,133,Bronze Customer
1339,102,5,4713,1,2,4,124,Bronze Customer
1341,10,4,1213,3,1,1,311,Gold Customer
1343,20,3,1317,3,1,1,311,Gold Customer
1344,21,3,628,3,1,1,311,Gold Customer
1345,43,6,5170,2,3,4,234,Gold Customer
1346,15,9,6736,3,4,4,344,Silver Customer
1347,91,6,3745,1,3,3,133,Bronze Customer
1349,43,6,1905,2,3,2,232,Gold Customer
1350,116,2,1235,1,1,1,111,Bronze Customer
1352,88,3,1151,1,1,1,111,Bronze Customer
1353,14,8,2789,3,4,2,342,Silver Customer
1354,74,3,2464,2,1,2,212,Gold Customer
1355,8,5,2713,4,2,2,422,Platinum Customer
1357,12,9,4732,3,4,4,344,Silver Customer
1358,3,8,4113,4,4,4,444,Platinum Customer
1359,12,2,1550,3,1,1,311,Gold Customer
1360,181,3,1906,1,1,2,112,Bronze Customer
1361,28,6,2536,3,3,2,332,Silver Customer
1362,118,2,1736,1,1,1,111,Bronze Customer
1363,24,7,2744,3,3,2,332,Silver Customer
1364,64,4,1033,2,1,1,211,Gold Customer
1365,217,4,818,1,1,1,111,Bronze Customer
1366,54,5,1614,2,2,1,221,Gold Customer
1367,11,7,2760,3,3,2,332,Silver Customer
1369,178,4,2503,1,1,2,112,Bronze Customer
1370,26,4,839,3,1,1,311,Gold Customer
1371,26,4,1270,3,1,1,311,Gold Customer
1372,66,6,2935,2,3,3,233,Gold Customer
1375,82,5,1849,1,2,2,122,Bronze Customer
1377,75,5,2814,2,2,3,223,Gold Customer
1379,28,5,4337,3,2,4,324,Silver Customer
1380,198,3,2550,1,1,2,112,Bronze Customer
1381,113,5,4177,1,2,4,124,Bronze Customer
1382,122,2,1946,1,1,2,112,Bronze Customer
1383,57,3,3357,2,1,3,213,Gold Customer
1384,36,6,3307,2,3,3,233,Gold Customer
1385,142,5,2624,1,2,2,122,Bronze Customer
1386,106,3,2724,1,1,2,112,Bronze Customer
1387,215,1,641,1,1,1,111,Bronze Customer
1388,19,6,3792,3,3,3,333,Silver Customer
1390,1,9,3474,4,4,3,443,Platinum Customer
1391,63,3,2283,2,1,2,212,Gold Customer
1392,107,3,3196,1,1,3,113,Bronze Customer
1396,9,10,7075,3,4,4,344,Silver Customer
1397,137,6,4563,1,3,4,134,Bronze Customer
1398,36,7,5649,2,3,4,234,Gold Customer
1399,16,4,2234,3,1,2,312,Silver Customer
1400,56,7,4939,2,3,4,234,Gold Customer
1402,40,8,3067,2,4,3,243,Gold Customer
1403,164,2,685,1,1,1,111,Bronze Customer
1404,7,10,5426,4,4,4,444,Platinum Customer
1405,33,11,2281,3,4,2,342,Silver Customer
1406,28,6,2396,3,3,2,332,Silver Customer
1407,0,9,3796,4,4,3,443,Platinum Customer
1408,10,3,2731,3,1,2,312,Silver Customer
1410,60,7,5597,2,3,4,234,Gold Customer
1411,35,6,4268,3,3,4,334,Silver Customer
1413,3,6,3277,4,3,3,433,Platinum Customer
1414,18,2,630,3,1,1,311,Gold Customer
1415,57,4,3062,2,1,3,213,Gold Customer
1418,86,5,1983,1,2,2,122,Bronze Customer
1419,22,5,972,3,2,1,321,Silver Customer
1420,38,5,2121,2,2,2,222,Gold Customer
1421,57,6,2529,2,3,2,232,Gold Customer
1422,47,7,1652,2,3,1,231,Gold Customer
1423,24,6,3233,3,3,3,333,Silver Customer
1424,76,3,1475,2,1,1,211,Gold Customer
1425,0,4,3144,4,1,3,413,Platinum Customer
1426,48,7,3867,2,3,3,233,Gold Customer
1427,59,5,3573,2,2,3,223,Gold Customer
1428,15,10,5508,3,4,4,344,Silver Customer
1429,31,6,861,3,3,1,331,Silver Customer
1430,108,5,1917,1,2,2,122,Bronze Customer
1431,19,4,955,3,1,1,311,Gold Customer
1432,33,6,3727,3,3,3,333,Silver Customer
1433,131,3,1908,1,1,2,112,Bronze Customer
1434,124,2,1127,1,1,1,111,Bronze Customer
1435,33,7,5393,3,3,4,334,Silver Customer
1437,143,3,2636,1,1,2,112,Bronze Customer
1438,6,10,5503,4,4,4,444,Platinum Customer
1439,65,3,1005,2,1,1,211,Gold Customer
1440,19,6,6362,3,3,4,334,Silver Customer
1444,38,5,1281,2,2,1,221,Gold Customer
1445,6,6,3423,4,3,3,433,Platinum Customer
1446,10,7,4495,3,3,4,334,Silver Customer
1447,97,7,4553,1,3,4,134,Bronze Customer
1448,237,1,128,1,1,1,111,Bronze Customer
1450,42,7,2959,2,3,3,233,Gold Customer
1451,83,6,4060,1,3,3,133,Bronze Customer
1452,2,5,3431,4,2,3,423,Platinum Customer
1454,5,5,2240,4,2,2,422,Platinum Customer
1456,8,4,874,4,1,1,411,Silver Customer
1458,198,3,3273,1,1,3,113,Bronze Customer
1459,98,4,4557,1,1,4,114,Bronze Customer
1460,12,8,10787,3,4,4,344,Silver Customer
1462,81,5,2331,1,2,2,122,Bronze Customer
1463,110,5,2171,1,2,2,122,Bronze Customer
1465,107,4,1429,1,1,1,111,Bronze Customer
1466,33,3,978,3,1,1,311,Gold Customer
1468,109,6,3450,1,3,3,133,Bronze Customer
1470,1,7,3512,4,3,3,433,Platinum Customer
1472,69,7,5011,2,3,4,234,Gold Customer
1474,66,5,1676,2,2,1,221,Gold Customer
1475,46,7,7374,2,3,4,234,Gold Customer
1478,1,7,3605,4,3,3,433,Platinum Customer
1479,69,5,2530,2,2,2,222,Gold Customer
1481,20,8,2551,3,4,2,342,Silver Customer
1482,68,12,9269,2,4,4,244,Gold Customer
1483,29,8,4273,3,4,4,344,Silver Customer
1485,4,2,526,4,1,1,411,Silver Customer
1486,32,5,3681,3,2,3,323,Silver Customer
1489,82,4,379,1,1,1,111,Bronze Customer
1490,68,4,2182,2,1,2,212,Gold Customer
1491,160,3,1591,1,1,1,111,Bronze Customer
1493,20,10,6117,3,4,4,344,Silver Customer
1495,3,2,575,4,1,1,411,Silver Customer
1496,53,5,3181,2,2,3,223,Gold Customer
1497,182,6,3022,1,3,3,133,Bronze Customer
1499,125,5,2193,1,2,2,122,Bronze Customer
1501,53,5,1636,2,2,1,221,Gold Customer
1502,26,9,6209,3,4,4,344,Silver Customer
1504,5,5,713,4,2,1,421,Platinum Customer
1505,18,4,3825,3,1,3,313,Silver Customer
1508,61,5,3479,2,2,3,223,Gold Customer
1510,56,2,2238,2,1,2,212,Gold Customer
1511,16,8,3037,3,4,3,343,Silver Customer
1515,8,7,2314,4,3,2,432,Platinum Customer
1516,37,5,4256,2,2,4,224,Gold Customer
1517,28,11,5878,3,4,4,344,Silver Customer
1518,91,4,1365,1,1,1,111,Bronze Customer
1519,8,11,3819,4,4,3,443,Platinum Customer
1521,95,2,824,1,1,1,111,Bronze Customer
1522,9,5,2089,3,2,2,322,Silver Customer
1523,41,3,2105,2,1,2,212,Gold Customer
1524,37,8,2724,2,4,2,242,Gold Customer
1525,24,3,1909,3,1,2,312,Silver Customer
1526,111,5,2573,1,2,2,122,Bronze Customer
1527,41,8,3855,2,4,3,243,Gold Customer
1529,104,1,199,1,1,1,111,Bronze Customer
1530,1,10,7390,4,4,4,444,Platinum Customer
1531,42,7,3839,2,3,3,233,Gold Customer
1532,3,6,2827,4,3,3,433,Platinum Customer
1533,104,8,3968,1,4,3,143,Bronze Customer
1534,46,7,3244,2,3,3,233,Gold Customer
1535,104,5,2811,1,2,3,123,Bronze Customer
1536,33,4,2018,3,1,2,312,Silver Customer
1537,26,9,5101,3,4,4,344,Silver Customer
1538,1,4,222,4,1,1,411,Silver Customer
1540,5,5,1939,4,2,2,422,Platinum Customer
1541,70,5,3324,2,2,3,223,Gold Customer
1542,133,5,1825,1,2,2,122,Bronze Customer
1544,329,1,903,1,1,1,111,Bronze Customer
1545,2,7,2637,4,3,2,432,Platinum Customer
1546,69,6,2501,2,3,2,232,Gold Customer
1550,42,6,3172,2,3,3,233,Gold Customer
1551,22,7,5171,3,3,4,334,Silver Customer
1552,99,5,5400,1,2,4,124,Bronze Customer
1553,84,4,2002,1,1,2,112,Bronze Customer
1554,20,7,5636,3,3,4,334,Silver Customer
1555,133,7,3107,1,3,3,133,Bronze Customer
1556,84,5,3519,1,2,3,123,Bronze Customer
1557,75,6,4684,2,3,4,234,Gold Customer
1558,8,9,10640,4,4,4,444,Platinum Customer
1561,43,8,6918,2,4,4,244,Gold Customer
1563,129,4,2877,1,1,3,113,Bronze Customer
1564,13,3,493,3,1,1,311,Gold Customer
1565,9,2,1182,3,1,1,311,Gold Customer
1566,86,4,1597,1,1,1,111,Bronze Customer
1568,139,4,3870,1,1,3,113,Bronze Customer
1570,33,9,5321,3,4,4,344,Silver Customer
1571,3,4,4968,4,1,4,414,Platinum Customer
1572,82,6,7651,1,3,4,134,Bronze Customer
1573,64,4,2236,2,1,2,212,Gold Customer
1575,86,4,1050,1,1,1,111,Bronze Customer
1576,37,7,4521,2,3,4,234,Gold Customer
1577,12,7,3677,3,3,3,333,Silver Customer
1579,40,10,8102,2,4,4,244,Gold Customer
1580,55,8,3225,2,4,3,243,Gold Customer
1581,36,8,2944,2,4,3,243,Gold Customer
1582,55,5,1914,2,2,2,222,Gold Customer
1585,37,8,3461,2,4,3,243,Gold Customer
1586,16,6,4154,3,3,4,334,Silver Customer
1587,77,5,635,1,2,1,121,Bronze Customer
1588,32,7,3628,3,3,3,333,Silver Customer
